ZCOURSE (Z_PK) | ZID | ZQUESTION | ZANSWER | ZSTRENGTH
7|1165|鑑|specimen|0
7|1166|含|include|0
7|1167|玩|trifle with|0
7|1168|頑|stubborn|0
7|1169|企|plan|0
7|1170|伎|deed|0
7|1171|岐|branch off|0
7|1172|忌|mourning|0
7|1173|奇|strange|0
7|1174|祈|pray|0
7|1175|軌|rut|0
7|1176|既|previously|0
7|1177|飢|hungry|0
7|1178|鬼|ghost|0
7|1179|亀|turtle|0
7|1180|幾|how many|0
7|1181|棋|chess piece|0
7|1182|棄|abandon|0
7|1183|毀|destroy|0
7|1184|畿|capital|0
7|1185|輝|radiance|0
7|1186|騎|equestrian|0
7|1187|宜|best regards|0
7|1188|偽|falsehood|0
7|1189|欺|deceit|0
7|1190|儀|ceremony|0
7|1191|戯|frolic|0
7|1192|擬|mimic|0
7|1193|犠|sacrifice|0
7|1194|菊|chrysanthemum|0
7|1195|吉|good luck|0
7|1196|喫|consume|0
7|1197|詰|packed|0
7|1198|却|instead|0
7|1199|脚|leg|0
7|1200|虐|tyrannize|0
7|1201|及|reach out|0
7|1202|丘|hill|0
7|1203|朽|decay|0
7|1204|臼|mortar|0
7|1205|糾|twist|0
7|1206|嗅|smell|0
7|1207|窮|hard up|0
7|1208|巨|gigantic|0
7|1209|拒|repel|0
7|1210|拠|foothold|0
7|1211|虚|void|0
7|1212|距|long-distance|0
7|1213|御|honorable|0
7|1214|凶|villain|0
7|1215|叫|shout|0
7|1216|狂|lunatic|0
7|1217|享|receive|0
7|1218|況|condition|0
7|1219|峡|gorge|0
7|1220|挟|pinch|0
7|1221|狭|cramped|0
7|1222|恐|fear|0
7|1223|恭|respect|0
7|1224|脅|threaten|0
7|1225|矯|rectify|0
7|1226|響|echo|0
7|1227|驚|wonder|0
7|1228|仰|face-up|0
7|1229|暁|daybreak|0
7|1230|凝|congeal|0
7|1231|巾|towel|0
5|1232|斤|axe|0
5|1233|菌|germ|0
5|1234|琴|harp|0
5|1235|僅 |a wee bit|0
5|1236|緊|tense|0
5|1237|錦|brocade|0
5|1238|謹|discreet|0
5|1239|襟|collar|0
5|1240|吟|versify|0
5|1241|駆|drive|0
5|1242|惧|dread|0
5|1243|愚|foolish|0
5|1244|偶|accidentally|0
5|1245|遇|interview|0
5|1246|隅|corner|0
5|1247|串|skewer|0
5|1248|屈|yield|0
5|1249|掘|dig|0
5|1250|窟|cavern|0
5|1251|熊|bear|0
5|1252|繰|winding|0
5|1253|勲|meritorious deed|0
5|1254|薫|fragrant|0
5|1255|刑|punish|0
5|1256|茎|stalk|0
5|1257|契|pledge|0
5|1258|恵|favor|0
5|1259|啓|disclose|0
5|1260|掲|put up (a notice)|0
5|1261|渓|mountain stream|0
5|1262|蛍|lightning-bug|0
5|1263|傾|lean|0
5|1264|携|portable|0
5|1265|継|inherit|0
5|1266|詣|visit a temple|0
5|1267|慶|jubilation|0
5|1268|憬|long for|0
5|1269|稽|consider|0
5|1270|憩|recess|0
5|1271|鶏|chicken|0
5|1272|迎|welcome|0
5|1273|鯨|whale|0
5|1274|隙|fissure|0
5|1275|撃|beat|0
5|1276|桁|beam|0
5|1277|傑|greatness|0
5|1278|肩|shoulder|0
5|1279|倹|frugal|0
5|1280|兼|concurrently|0
5|1281|剣|sabre|0
5|1282|拳|fist|0
5|1283|軒|flats|0
5|1284|圏|sphere|0
5|1285|堅|strict|0
5|1286|嫌|dislike|0
5|1287|献|offering|0
5|1288|遣|dispatch|0
5|1289|賢|intelligent|0
5|1290|謙|self-effacing|0
5|1291|鍵|key|0
5|1292|繭|cocoon|0
5|1293|顕|appear|0
5|1294|懸|suspend|0
5|1295|幻|phantasm|0
5|1296|玄|mysterious|0
5|1297|弦|bowstring|0
5|1298|舷|gunwale|0
5|1299|股|crotch|0
5|1300|虎|tiger|0
5|1301|孤|orphan|0
5|1302|弧|arc|0
5|1303|枯|wither|0
5|1304|雇|employ|0
5|1305|誇|boast|0
5|1306|鼓|drum|0
5|1307|錮|tie up|0
5|1308|顧|look back|0
5|1309|互|mutually|0
5|1310|呉|give|0
5|1311|娯|recreation|0
5|1312|悟|enlightenment|0
5|1313|碁|Go|0
5|1314|勾|capture|0
5|1315|孔|cavity|0
5|1316|巧|adroit|0
5|1317|甲|armor|0
5|1318|江|inlet|0
5|1319|坑|pit|0
5|1320|抗|confront|0
5|1321|攻|aggression|0
5|1322|更|grow late|0
5|1323|拘|arrest|0
5|1324|肯|agreement|0
5|1325|侯|marquis|0
5|1326|恒|constancy|0
5|1327|洪|deluge|0
5|1328|荒|laid waste|0
5|1329|郊|outskirts|0
5|1330|香|incense|0
5|1331|貢|tribute|0
5|1332|控|withdraw|0
5|1333|梗|close up|0
5|1334|喉|throat|0
5|1335|慌|disconcerted|0
5|1336|硬|stiff|0
5|1337|絞|strangle|0
5|1338|項|paragraph|0
5|1339|溝|gutter|0
5|1340|綱|hawser|0
5|1341|酵|fermentation|0
5|1342|稿|draft|0
5|1343|衡|equilibrium|0
5|1344|購|subscription|0
5|1345|乞|beg|0
5|1346|拷|torture|0
5|1347|剛|sturdy|0
5|1348|傲|be proud|0
5|1349|豪|overpowering|0
5|1350|克|overcome|0
5|1351|酷|cruel|0
5|1352|獄|prison|0
5|1353|駒|horse|0
5|1354|込|crowded|0
5|1355|頃|times|0
5|1356|昆|descendants|0
5|1357|恨|rancor|0
5|1358|婚|marriage|0
5|1359|痕|mark|0
5|1360|紺|dark blue|0
5|1361|魂|soul|0
5|1362|墾|ground-breaking|0
5|1363|懇|sociable|0
5|1364|佐|help|0
5|1365|沙|sand|0
5|1366|唆|tempt|0
5|1367|詐|lie|0
5|1368|鎖|chain|0
5|1369|挫|sprain|0
5|1370|采|form|0
5|1371|砕|smash|0
5|1372|宰|superintend|0
5|1373|栽|plantation|0
5|1374|彩|coloring|0
5|1375|斎|purification|0
5|1376|債|bond|0
5|1377|催|sponsor|0
5|1378|塞|obstruct|0
5|1379|歳|year-end|0
5|1380|載|ride|0
5|1381|埼|cape (geography)|0
5|1382|剤|dose|0
5|1383|崎|promontory|0
5|1384|削|plane|0
5|1385|柵|fence|0
5|1386|索|cord|0
5|1387|酢|vinegar|0
5|1388|搾|squeeze|0
5|1389|錯|confused|0
5|1390|咲|blossom|0
5|1391|刹|temple|0
5|1392|拶|be imminent|0
5|1393|撮|snapshot|0
5|1394|擦|grate|0
5|1395|桟|scaffold|0
5|1396|惨|wretched|0
5|1397|傘|umbrella|0
5|1398|斬|kill by slicing|0
5|1399|暫|temporarily|0
5|1400|旨|delicious|0
5|1401|伺|pay respects|0
5|1402|刺|thorn|0
5|1403|祉|welfare|0
5|1404|肢|limb|0
5|1405|施|carry out|0
5|1406|恣|selfish|0
5|1407|脂|fat|0
5|1408|紫|purple|0
5|1409|嗣|heir|0
5|1410|雌|feminine|0
5|1411|摯|seriousness|0
5|1412|賜|grant|0
5|1413|諮|consult with|0
5|1414|侍|waiter|0
5|1415|滋|nourishing|0
5|1416|慈|mercy|0
5|1417|餌 |bait|0
5|1418|璽|emperor's seal|0
5|1419|鹿|deer|0
5|1420|軸|axis|0
5|1421|𠮟 |scold|0
5|1422|疾|rapidly|0
5|1423|執|tenacious|0
5|1424|湿|damp|0
5|1425|嫉|envy|0
5|1426|漆|lacquer|0
5|1427|芝|turf|0
5|1428|赦|pardon|0
5|1429|斜|diagonal|0
5|1430|煮|boil|0
5|1431|遮|intercept|0
5|1432|邪|wicked|0
5|1433|蛇|snake|0
5|1434|酌|bartending|0
5|1435|釈|explanation|0
5|1436|爵|baron|0
5|1437|寂|loneliness|0
5|1438|朱|vermilion|0
5|1439|狩|hunt|0
5|1440|殊|particularly|0
5|1441|珠|pearl|0
5|1442|腫|tumor|0
5|1443|趣|gist|0
5|1444|寿|longevity|0
5|1445|呪|curse|0
5|1446|需|demand|0
5|1447|儒|Confucian|0
5|1448|囚|captured|0
5|1449|舟|boat|0
5|1450|秀|excel|0
5|1451|臭|stinking|0
5|1452|袖|sleeve|0
5|1453|羞|feel ashamed|0
5|1454|愁|distress|0
5|1455|酬|repay|0
5|1456|醜|ugly|0
5|1457|蹴|kick|0
4|1458|襲|attack|0
4|1459|汁|soup|0
4|1460|充|allot|0
4|1461|柔|tender|0
4|1462|渋|astringent|0
4|1463|銃|gun|0
4|1464|獣|animal|0
4|1465|叔|uncle|0
4|1466|淑|graceful|0
4|1467|粛|solemn|0
4|1468|塾|cram school|0
4|1469|俊|genius|0
4|1470|瞬|wink|0
4|1471|旬|10-day period (of the month)|0
4|1472|巡|patrol|0
4|1473|盾|shield|0
4|1474|准|quasi-|0
4|1475|殉|martyrdom|0
4|1476|循|sequential|0
4|1477|潤|wet|0
4|1478|遵|abide by|0
4|1479|庶|commoner|0
4|1480|緒|thong|0
4|1481|如|likeness|0
4|1482|叙|confer|0
4|1483|徐|gradually|0
4|1484|升|measuring box|0
4|1485|召|summon|0
4|1486|匠|artisan|0
4|1487|床|bed|0
4|1488|抄|extract|0
4|1489|肖|resemblance|0
4|1490|尚|esteem|0
4|1491|昇|rise up|0
4|1492|沼|marsh|0
4|1493|宵|wee hours|0
4|1494|症|symptoms|0
4|1495|祥|auspicious|0
4|1496|称|appellation|0
4|1497|渉|ford|0
4|1498|紹|introduce|0
4|1499|訟|sue|0
4|1500|掌|manipulate|0
4|1501|晶|sparkle|0
4|1502|焦|char|0
4|1503|硝|nitrate|0
4|1504|粧|cosmetics|0
4|1505|詔|imperial edict|0
4|1506|奨|exhort|0
4|1507|詳|detailed|0
4|1508|彰|patent|0
4|1509|憧|desire|0
4|1510|衝|collide|0
4|1511|償|reparation|0
4|1512|礁|reef|0
4|1513|鐘|bell|0
4|1514|丈|length|0
4|1515|冗|superfluous|0
4|1516|浄|clean|0
4|1517|剰|surplus|0
4|1518|畳|tatami mat|0
4|1519|縄|straw rope|0
4|1520|壌|lot|0
4|1521|嬢|lass|0
4|1522|錠|lock|0
4|1523|譲|defer|0
4|1524|醸|brew|0
4|1525|拭|wipe|0
4|1526|殖|augment|0
4|1527|飾|decorate|0
4|1528|触|contact|0
4|1529|嘱|entrust|0
4|1530|辱|embarrass|0
4|1531|尻|buttocks|0
4|1532|伸|lengthen|0
4|1533|芯|core|0
4|1534|辛|spicy|0
4|1535|侵|encroach|0
4|1536|津|haven|0
4|1537|唇|lips|0
4|1538|娠|with child|0
4|1539|振|shake|0
4|1540|浸|immersed|0
4|1541|紳|sire|0
4|1542|診|checkup|0
4|1543|寝|lie down|0
4|1544|慎|humility|0
4|1545|審|examine|0
4|1546|震|quake|0
4|1547|薪|fuel|0
4|1548|刃|blade|0
4|1549|尽|exhaust|0
4|1550|迅|swift|0
4|1551|甚|tremendously|0
4|1552|陣|camp|0
4|1553|尋|inquire|0
4|1554|腎|kidney|0
4|1555|須|by all means|0
4|1556|吹|blow|0
4|1557|炊|cook|0
4|1558|帥|commander|0
4|1559|粋|chic|0
4|1560|衰|decline|0
4|1561|酔|drunk|0
4|1562|遂|consummate|0
4|1563|睡|drowsy|0
4|1564|穂|ear|0
4|1565|随|follow|0
4|1566|髄|marrow|0
4|1567|枢|hinge|0
4|1568|崇|adore|0
4|1569|据|set|0
4|1570|杉|cedar|0
4|1571|裾|cuff|0
4|1572|瀬|rapids|0
4|1573|是|just so|0
4|1574|井|well|0
4|1575|姓|surname|0
4|1576|征|subjugate|0
4|1577|斉|adjusted|0
4|1578|牲|animal sacrifice|0
4|1579|凄|uncanny|0
4|1580|逝|departed|0
4|1581|婿|bridegroom|0
4|1582|誓|vow|0
4|1583|請|solicit|0
4|1584|醒|be disillusioned|0
4|1585|斥|reject|0
4|1586|析|chop|0
4|1587|脊|stature|0
4|1588|隻|vessels|0
4|1589|惜|pity|0
4|1590|戚|grieve|0
4|1591|跡|tracks|0
4|1592|籍|enroll|0
4|1593|拙|bungling|0
4|1594|窃|stealth|0
4|1595|摂|vicarious|0
4|1596|仙|hermit|0
4|1597|占|fortune telling|0
4|1598|扇|fan|0
4|1599|栓|plug|0
4|1600|旋|rotation|0
4|1601|煎 |broil|0
4|1602|羨|envy|0
4|1603|腺|gland|0
4|1604|詮 |discussion|0
4|1605|践|tread|0
4|1606|箋|paper|0
4|1607|潜|submerge|0
4|1608|遷|transition|0
4|1609|薦|recommend|0
4|1610|繊|slender|0
4|1611|鮮|fresh|0
4|1612|禅|Zen|0
4|1613|漸|steadily|0
4|1614|膳|tray|0
4|1615|繕|darning|0
4|1616|狙|aim at|0
4|1617|阻|thwart|0
4|1618|租|tariff|0
4|1619|措|set aside|0
4|1620|粗|coarse|0
4|1621|疎|alienate|0
4|1622|訴|sue|0
4|1623|塑|model|0
4|1624|遡 |go upstream|0
4|1625|礎|cornerstone|0
4|1626|双|pair|0
4|1627|壮|robust|0
4|1628|荘|villa|0
4|1629|捜|search|0
4|1630|挿|insert|0
4|1631|桑|mulberry|0
4|1632|掃|sweep|0
4|1633|曹|cadet|0
4|1634|曽|formerly|0
4|1635|爽|refreshing|0
4|1636|喪|miss|0
4|1637|痩|get thin|0
4|1638|葬|interment|0
4|1639|僧|Buddhist priest|0
4|1640|遭|encounter|0
4|1641|槽|vat|0
4|1642|踪|remains|0
4|1643|燥|parch|0
4|1644|霜|frost|0
4|1645|騒|boisterous|0
4|1646|藻|seaweed|0
4|1647|憎|hate|0
4|1648|贈|presents|0
4|1649|即|instant|0
4|1650|促|stimulate|0
4|1651|捉|capture|0
4|1652|俗|vulgar|0
4|1653|賊|burglar|0
4|1654|遜 |humble|0
4|1655|汰|luxury|0
4|1656|妥|gentle|0
4|1657|唾|saliva|0
4|1658|堕|degenerate|0
4|1659|惰|lazy|0
4|1660|駄|burdensome|0
4|1661|耐|resistant|0
4|1662|怠|neglect|0
4|1663|胎|womb|0
4|1664|泰|peaceful|0
4|1665|堆|piled high|0
4|1666|袋|sack|0
4|1667|逮|apprehend|0
4|1668|替|exchange|0
4|1669|滞|stagnate|0
4|1670|戴|be crowned with|0
4|1671|滝|waterfall|0
4|1672|択|choose|0
4|1673|沢|swamp|0
4|1674|卓|eminent|0
4|1675|拓|clear (the land)|0
4|1676|託|consign|0
4|1677|濯|laundry|0
4|1678|諾|consent|0
4|1679|濁|voiced|0
4|1680|但|however|0
4|1681|脱|undress|0
4|1682|奪|rob|0
4|1683|棚|shelf|0
3|1684|誰|who (question word)|0
3|1685|丹|cinnabar|0
3|1686|旦|daybreak|0
3|1687|胆|gall bladder|0
3|1688|淡|thin|0
3|1689|嘆|sigh|0
3|1690|端|edge|0
3|1691|綻|rip|0
3|1692|鍛|forge|0
3|1693|弾|bullet|0
3|1694|壇|podium|0
3|1695|恥|shame|0
3|1696|致|(to) do|0
3|1697|遅|slow|0
3|1698|痴|stupid|0
3|1699|稚|immature|0
3|1700|緻|fine (not coarse)|0
3|1701|畜|livestock|0
3|1702|逐|pursue|0
3|1703|蓄|amass|0
3|1704|秩|regularity|0
3|1705|窒|plug up|0
3|1706|嫡|legitimate wife|0
3|1707|沖|open sea|0
3|1708|抽|pluck|0
3|1709|衷|inmost|0
3|1710|酎|sake|0
3|1711|鋳|casting|0
3|1712|駐|stop-over|0
3|1713|弔|condolences|0
3|1714|挑|challenge|0
3|1715|彫|carve|0
3|1716|眺|stare|0
3|1717|釣|angling|0
3|1718|貼|paste|0
3|1719|超|transcend|0
3|1720|跳|hop|0
3|1721|徴|indications|0
3|1722|嘲 |ridicule|0
3|1723|澄|lucidity|0
3|1724|聴|listen|0
3|1725|懲|penal|0
3|1726|勅|imperial order|0
3|1727|捗 |make progress|0
3|1728|沈|sink|0
3|1729|珍|rare|0
3|1730|朕|majestic plural|0
3|1731|陳|exhibit|0
3|1732|鎮|tranquilize|0
3|1733|椎|oak|0
3|1734|墜|crash|0
3|1735|塚|hillock|0
3|1736|漬|pickling|0
3|1737|坪|two-mat area|0
3|1738|爪|claw|0
3|1739|鶴|crane|0
3|1740|呈|display|0
3|1741|廷|courts|0
3|1742|抵|resist|0
3|1743|邸|residence|0
3|1744|亭|pavilion|0
3|1745|貞|upright|0
3|1746|帝|sovereign|0
3|1747|訂|revise|0
3|1748|逓|relay|0
3|1749|偵|spy|0
3|1750|堤|dike|0
3|1751|艇|rowboat|0
3|1752|締|tighten|0
3|1753|諦|abandon|0
3|1754|泥|mud|0
3|1755|摘|pinch|0
3|1756|滴|drip|0
3|1757|溺 |drown|0
3|1758|迭|transfer|0
3|1759|哲|philosophy|0
3|1760|徹|penetrate|0
3|1761|撤|remove|0
3|1762|添|annexed|0
3|1763|塡 |fill in|0
3|1764|殿|Mr.|0
3|1765|斗|Big Dipper|0
3|1766|吐|spit|0
3|1767|妬|jealousy|0
3|1768|途|route|0
3|1769|渡|transit|0
3|1770|塗|paint|0
3|1771|賭 |gamble|0
3|1772|奴|guy|0
3|1773|怒|angry|0
3|1774|到|arrival|0
3|1775|逃|escape|0
3|1776|倒|overthrow|0
3|1777|凍|frozen|0
3|1778|唐|T'ang|0
3|1779|桃|peach tree|0
3|1780|透|transparent|0
3|1781|悼|lament|0
3|1782|盗|steal|0
3|1783|陶|pottery|0
3|1784|塔|pagoda|0
3|1785|搭|board|0
3|1786|棟|ridgepole|0
3|1787|痘|pox|0
3|1788|筒|cylinder|0
3|1789|稲|rice plant|0
3|1790|踏|step|0
3|1791|謄|mimeograph|0
3|1792|藤|wisteria|0
3|1793|闘|fight|0
3|1794|騰|inflation|0
3|1795|洞|den|0
3|1796|胴|trunk|0
3|1797|瞳|pupil|0
3|1798|峠|mountain peak|0
3|1799|匿|hide|0
3|1800|督|coach|0
3|1801|篤|fervent|0
3|1802|栃 |horse chestnut|0
3|1803|凸|convex|0
3|1804|突|stab|0
3|1805|屯|barracks|0
3|1806|豚|pork|0
3|1807|頓|suddenly|0
3|1808|貪|covet|0
3|1809|鈍|dull|0
3|1810|曇|cloudy weather|0
3|1811|丼|bowl of food|0
3|1812|那|what|0
3|1813|奈|what|0
3|1814|梨|pear tree|0
3|1815|謎 |riddle|0
3|1816|鍋|pot|0
3|1817|軟|soft|0
3|1818|尼|nun|0
3|1819|弐|two (falsification prevention)|0
3|1820|匂|scent|0
3|1821|虹|rainbow|0
3|1822|尿|urine|0
3|1823|妊|pregnancy|0
3|1824|忍|endure|0
3|1825|寧|rather|0
3|1826|捻|twist|0
3|1827|粘|sticky|0
3|1828|悩|trouble|0
3|1829|濃|concentrated|0
3|1830|把|grasp|0
3|1831|覇|hegemony|0
3|1832|婆|old woman|0
3|1833|罵|insult|0
3|1834|杯|counter for cupfuls|0
3|1835|排|repudiate|0
3|1836|廃|abolish|0
3|1837|輩|comrade|0
3|1838|培|cultivate|0
3|1839|陪|obeisance|0
3|1840|媒|mediator|0
3|1841|賠|compensation|0
3|1842|伯|chief|0
3|1843|拍|clap|0
3|1844|泊|overnight|0
3|1845|迫|urge|0
3|1846|剝 |peel|0
3|1847|舶|liner|0
3|1848|薄|dilute|0
3|1849|漠|vague|0
3|1850|縛|truss|0
3|1851|爆|explode|0
3|1852|箸 |chopsticks|0
3|1853|肌|texture|0
3|1854|鉢|bowl|0
3|1855|髪|hair of the head|0
3|1856|伐|fell|0
3|1857|抜|slip out|0
3|1858|罰|penalty|0
3|1859|閥|clique|0
3|1860|氾|spread out|0
3|1861|帆|sail|0
3|1862|汎|pan-|0
3|1863|伴|consort|0
3|1864|阪|heights|0
3|1865|畔|paddy-ridge|0
3|1866|般|generally|0
3|1867|販|marketing|0
3|1868|斑|blemish|0
3|1869|搬|conveyor|0
3|1870|煩|anxiety|0
3|1871|頒|partition|0
3|1872|範|pattern|0
3|1873|繁|luxuriant|0
3|1874|藩|clan|0
3|1875|蛮|barbarian|0
3|1876|盤|tray|0
3|1877|妃|queen|0
3|1878|彼|he|0
3|1879|披|expose|0
3|1880|卑|lowly|0
3|1881|疲|exhausted|0
3|1882|被|incur|0
3|1883|扉|front door|0
3|1884|碑|tombstone|0
3|1885|罷|quit|0
3|1886|避|evade|0
3|1887|尾|tail|0
3|1888|眉|eyebrow|0
3|1889|微|delicate|0
3|1890|膝|knee|0
3|1891|肘|elbow|0
3|1892|匹|equal|0
3|1893|泌|ooze|0
3|1894|姫|princess|0
3|1895|漂|drift|0
3|1896|苗|seedling|0
3|1897|描|sketch|0
3|1898|猫|cat|0
3|1899|浜|seacoast|0
3|1900|賓|V.I.P.|0
3|1901|頻|repeatedly|0
3|1902|敏|cleverness|0
3|1903|瓶|flower pot|0
3|1904|扶|aid|0
3|1905|怖|dreadful|0
3|1906|阜|mound|0
3|1907|附|affixed|0
3|1908|訃|obituary|0
3|1909|赴|proceed|0
2|1910|浮|floating|0
2|1911|符|token|0
2|1912|普|universal|0
2|1913|腐|rot|0
2|1914|敷|spread|0
2|1915|膚|skin|0
2|1916|賦|levy|0
2|1917|譜|musical score|0
2|1918|侮|scorn|0
2|1919|舞|dance|0
2|1920|封|seal|0
2|1921|伏|prostrated|0
2|1922|幅|breadth|0
2|1923|覆|capsize|0
2|1924|払|pay|0
2|1925|沸|seethe|0
2|1926|紛|distract|0
2|1927|雰|atmosphere|0
2|1928|噴|erupt|0
2|1929|墳|tomb|0
2|1930|憤|aroused|0
2|1931|丙|third class|0
2|1932|併|join|0
2|1933|柄|design|0
2|1934|塀|fence|0
2|1935|幣|cash|0
2|1936|弊|abuse|0
2|1937|蔽 |cover|0
2|1938|餅 |mochi rice cake|0
2|1939|壁|wall|0
2|1940|璧|sphere|0
2|1941|癖|mannerism|0
2|1942|蔑|ignore|0
2|1943|偏|partial|0
2|1944|遍|everywhere|0
2|1945|哺|suckle|0
2|1946|捕|catch|0
2|1947|舗|pavement|0
2|1948|募|recruit|0
2|1949|慕|pining|0
2|1950|簿|register|0
2|1951|芳|perfume|0
2|1952|邦|home country|0
2|1953|奉|observance|0
2|1954|抱|embrace|0
2|1955|泡|bubbles|0
2|1956|胞|placenta|0
2|1957|俸|salary|0
2|1958|倣|emulate|0
2|1959|峰|summit|0
2|1960|砲|cannon|0
2|1961|崩|crumble|0
2|1962|蜂|bee|0
2|1963|飽|sated|0
2|1964|褒|praise|0
2|1965|縫|sew|0
2|1966|乏|scarce|0
2|1967|忙|busy|0
2|1968|坊|boy|0
2|1969|妨|disturb|0
2|1970|房|tassel|0
2|1971|肪|obese|0
2|1972|某|so-and-so|0
2|1973|冒|risk|0
2|1974|剖|divide|0
2|1975|紡|spinning|0
2|1976|傍|bystander|0
2|1977|帽|cap|0
2|1978|貌|appearance|0
2|1979|膨|swell|0
2|1980|謀|conspire|0
2|1981|頰 |cheek|0
2|1982|朴|crude|0
2|1983|睦|harmonious|0
2|1984|僕|me|0
2|1985|墨|black ink|0
2|1986|撲|slap|0
2|1987|没|drown|0
2|1988|勃|rise|0
2|1989|堀|ditch|0
2|1990|奔|bustle|0
2|1991|翻|flip|0
2|1992|凡|mediocre|0
2|1993|盆|basin|0
2|1994|麻|hemp|0
2|1995|摩|chafe|0
2|1996|磨|grind|0
2|1997|魔|witch|0
2|1998|昧|foolish|0
2|1999|埋|bury|0
2|2000|膜|membrane|0
2|2001|枕|pillow|0
2|2002|又|or again|0
2|2003|抹|rub|0
2|2004|慢|ridicule|0
2|2005|漫|cartoon|0
2|2006|魅|fascination|0
2|2007|岬|headland|0
2|2008|蜜|honey|0
2|2009|妙|exquisite|0
2|2010|眠|sleep|0
2|2011|矛|halberd|0
2|2012|霧|fog|0
2|2013|娘|daughter|0
2|2014|冥|dark|0
2|2015|銘|inscription|0
2|2016|滅|destroy|0
2|2017|免|excuse|0
2|2018|麺|noodles|0
2|2019|茂|overgrown|0
2|2020|妄|delusion|0
2|2021|盲|blind|0
2|2022|耗|decrease|0
2|2023|猛|fierce|0
2|2024|網|netting|0
2|2025|黙|silence|0
2|2026|紋|family crest|0
2|2027|冶|melting|0
2|2028|弥|all the more|0
2|2029|厄|unlucky|0
2|2030|躍|leap|0
2|2031|闇|darkness|0
2|2032|喩|metaphor|0
2|2033|愉|pleasure|0
2|2034|諭|rebuke|0
2|2035|癒|healing|0
2|2036|唯|solely|0
2|2037|幽|seclude|0
2|2038|悠|permanence|0
2|2039|湧|boil|0
2|2040|猶|furthermore|0
2|2041|裕|abundant|0
2|2042|雄|male|0
2|2043|誘|entice|0
2|2044|憂|melancholy|0
2|2045|融|dissolve|0
2|2046|与|give|0
2|2047|誉|reputation|0
2|2048|妖|bewitching|0
2|2049|庸|commonplace|0
2|2050|揚|hoist|0
2|2051|揺|swing|0
2|2052|溶|melt|0
2|2053|腰|loins|0
2|2054|瘍|boil (medical)|0
2|2055|踊|jump|0
2|2056|窯|kiln|0
2|2057|擁|embrace|0
2|2058|謡|noh chanting|0
2|2059|抑|repress|0
2|2060|沃|fertility|0
2|2061|翼|wing|0
2|2062|拉|crush|0
2|2063|裸|naked|0
2|2064|羅|gauze|0
2|2065|雷|thunder|0
2|2066|頼|trust|0
2|2067|絡|entwine|0
2|2068|酪|dairy products|0
2|2069|辣|bitter|0
2|2070|濫|excessive|0
2|2071|藍|indigo|0
2|2072|欄|column|0
2|2073|吏|officer|0
2|2074|痢|diarrhea|0
2|2075|履|footgear|0
2|2076|璃|glassy|0
2|2077|離|detach|0
2|2078|慄|fear|0
2|2079|柳|willow|0
2|2080|竜|dragon|0
2|2081|粒|grains|0
2|2082|隆|hump|0
2|2083|硫|sulphur|0
2|2084|侶|companion|0
2|2085|虜|captive|0
2|2086|慮|prudence|0
2|2087|了|finish|0
2|2088|涼|refreshing|0
2|2089|猟|game-hunting|0
2|2090|陵|mausoleum|0
2|2091|僚|colleague|0
2|2092|寮|dormitory|0
2|2093|療|heal|0
2|2094|瞭|clear|0
2|2095|糧|provisions|0
2|2096|厘|thousandth|0
2|2097|倫|ethics|0
2|2098|隣|neighboring|0
2|2099|瑠|lapis lazuli|0
2|2100|涙|tears|0
2|2101|累|accumulate|0
2|2102|塁|bases|0
2|2103|励|encourage|0
2|2104|戻|re-|0
2|2105|鈴|small bell|0
2|2106|零|zero|0
2|2107|霊|spirits|0
2|2108|隷|slave|0
2|2109|齢|age|0
2|2110|麗|lovely|0
2|2111|暦|calendar|0
2|2112|劣|inferiority|0
2|2113|烈|ardent|0
2|2114|裂|split|0
2|2115|恋|romance|0
2|2116|廉|bargain|0
2|2117|錬|tempering|0
2|2118|呂|spine|0
2|2119|炉|hearth|0
2|2120|賂|bribe|0
2|2121|露|dew|0
2|2122|弄|tamper with|0
2|2123|郎|son|0
2|2124|浪|wandering|0
2|2125|廊|corridor|0
2|2126|楼|watchtower|0
2|2127|漏|leak|0
2|2128|籠|basket|0
2|2129|麓|foot of a mountain|0
2|2130|賄|bribe|0
2|2131|脇|aside|0
2|2132|惑|beguile|0
2|2133|枠|frame|0
2|2134|湾|gulf|0
2|2135|腕|arm|0
